gene	expr	reptime	hic
ARSG	745529	225	-8
ARSH	218545	NaN	-4
ARSI	954044	220	46
ARSJ	100364	497	15
ARSK	310860	359	29
ART1	537999	403	23
ART3	507519	322	41
ART4	340728	578	-4
ART5	537999	403	23
ARTN	877978	214	35
ARV1	376655	616	12
ARVCF	616246	217	37
ARX	252498	NaN	11
AS3MT	711862	192	45
ASAH1	366238	474	20
ASAH2	377258	409	14
ASAH2B	131929	508	36
ASAM	713809	216	13
ASAP1	264818	427	30
ASAP2	661229	340	34
ASAP3	1050777	159	29
ASB1	246085	513	27
ASB10	611046	337	38
ASB11	201763	NaN	43
ASB12	57924	NaN	2
ASB13	761737	299	21
ASB14	399197	454	29
ASB15	86799	644	-7
ASB16	930750	175	41
ASB17	140995	603	-11
ASB18	121194	481	8
ASB2	200153	600	30
ASB3	NaN	NaN	NaN
ASB4	176832	333	14
ASB5	134663	504	-4
ASB6	794813	198	40
ASB7	290809	374	-9
ASB8	511392	352	32
ASB9	204248	NaN	17
ASCC1	761166	140	40
ASCC2	849790	182	33
ASCC3	103404	825	2
ASCL1	21203	964	3
ASCL3	548433	243	21
ASCL4	119393	805	22
ASF1A	116680	856	16
ASF1B	1034381	321	36
ASGR1	1682013	348	15
ASGR2	1682013	348	15
ASH1L	1960625	247	33
ASH2L	671169	258	34
ASIP	962066	151	50
ASL	477708	345	38
ASMT	NaN	NaN	NaN
ASMTL	NaN	NaN	NaN
ASNA1	1959466	226	29
ASNS	455051	636	-0
ASNSD1	418427	511	16
ASPA	403115	442	6
ASPDH	762018	517	35
ASPG	622747	468	20
ASPH	423823	377	14
ASPHD1	NaN	NaN	NaN
ASPHD2	163136	553	-46
ASPM	221779	614	-25
ASPN	NaN	NaN	NaN
ASPRV1	844060	221	37
ASPSCR1	3814891	211	28
ASRGL1	3053973	413	49
ASS1	502828	260	35
ASTE1	313779	586	19
ASTL	821367	251	45
ASTN1	6547	940	-9
ASTN2	63839	937	-17
ASXL1	780777	242	57
ASXL2	602691	287	31
ASXL3	7579	1014	-10
ASZ1	262404	394	-1
ATAD1	335357	169	45
ATAD2	544857	225	30
ATAD2B	233701	431	27
ATAD3A	1714469	248	27
ATAD3B	1714469	248	27
ATAD3C	1725369	187	27
ATAD5	605762	209	25
ATCAY	2187414	201	34
ATE1	233024	427	-3
ATF1	665195	250	42
ATF2	347113	641	24
ATF3	418310	224	22
ATF4	721040	467	72
ATF5	1679101	205	45
ATF6	407279	420	16
ATF6B	2170336	224	32
ATF7	1542915	154	52
ATF7IP	339265	882	12
ATF7IP2	199617	364	9
ATG10	156562	717	25
ATG12	384075	759	1
ATG16L1	427221	155	31
ATG16L2	528497	281	50
ATG2A	3218288	209	61
ATG2B	327434	501	14
ATG3	302697	636	41
ATG4A	201673	NaN	25
ATG4B	1268313	406	27
ATG4C	220392	415	5
ATG4D	2036812	226	23
ATG5	181529	390	32
ATG7	184628	425	30
ATG9A	773232	177	36
ATG9B	622098	373	41
ATHL1	1463610	437	24
ATIC	530312	531	12
ATL1	483990	295	43
ATL2	808394	366	25
ATL3	1058363	170	50
ATM	415837	582	16
ATMIN	231500	284	4
ATN1	2704950	211	47
ATOH1	58522	802	24
ATOH7	459384	251	17
ATOH8	1105419	181	46
ATOX1	584468	406	46
ATP10A	104149	1350	-49
ATP10B	170108	904	11
ATP10D	93423	528	29
ATP11A	585697	416	45
ATP11B	228613	559	16
ATP11C	66616	NaN	18
ATP12A	467468	619	40
ATP13A1	768855	418	-10
ATP13A2	678965	221	52
ATP13A3	324325	269	27
ATP13A4	144678	776	-2
ATP13A5	141358	851	1
ATP1A1	616485	464	18
ATP1A2	835734	386	23
ATP1A3	1150724	438	33
ATP1A4	841605	386	29
ATP1B1	231221	416	19
ATP1B2	2069567	213	34
ATP1B3	467997	345	28
ATP1B4	484939	NaN	23
ATP2A1	1167826	218	55
ATP2A2	969445	178	26
ATP2A3	617494	268	33
ATP2B1	235578	418	9
ATP2B2	673500	458	50
ATP2B3	940418	NaN	24
ATP2B4	513211	256	35
ATP2C1	313762	475	19
ATP2C2	646239	396	5
ATP4A	1081638	390	41
ATP4B	723091	370	36
ATP5A1	388169	300	67
ATP5B	2757565	164	43
ATP5C1	199228	475	16
ATP5D	2214581	234	29
ATP5E	948552	126	25
ATP5F1	397613	348	23
ATP5G1	757963	239	29
ATP5G2	1616455	189	50
ATP5G3	343228	752	28
ATP5H	1111289	171	31
ATP5I	639827	489	12
ATP5J	534575	641	29
ATP5J2	1327454	288	60
ATP5L	963668	192	48
ATP5O	948739	419	44
ATP5S	666223	337	28
ATP5SL	1104034	376	38
ATP6AP1	2277674	NaN	40
ATP6AP1L	146069	476	1
ATP6AP2	456094	NaN	63
ATP6V0A1	1993535	162	27
ATP6V0A2	953707	315	40
ATP6V0A4	310803	385	7
ATP6V0B	875223	214	39
ATP6V0C	2085452	321	49
ATP6V0D1	1099149	153	45
ATP6V0D2	192441	1158	-20
ATP6V0E1	489007	309	40
ATP6V0E2	438832	686	26
ATP6V1A	442365	364	33
ATP6V1B1	504483	623	25
ATP6V1B2	158991	511	-4
ATP6V1C1	470948	438	47
ATP6V1C2	744427	428	42
ATP6V1D	484235	291	32
ATP6V1E1	431401	243	-32
ATP6V1E2	587710	213	36
ATP6V1F	845100	361	49
ATP6V1G1	288977	221	10
ATP6V1G2	2517285	220	35
ATP6V1G3	105821	404	-16
ATP6V1H	263637	437	9
ATP7A	549429	NaN	19
ATP7B	353147	461	28
ATP8A1	189404	856	28
ATP8A2	331788	648	20
ATP8B1	340613	247	36
ATP8B2	1695430	236	31
ATP8B3	2180359	206	29
ATP8B4	278209	408	-21
ATP9A	171625	419	-0
ATP9B	91487	731	13
ATPAF1	612038	266	23
ATPAF2	886959	193	17
ATPBD4	189209	811	-14
ATPIF1	779314	213	33
ATR	564756	403	24
ATRIP	1441050	223	39
ATRN	971216	421	27
ATRNL1	45264	1002	-20
ATRX	548517	NaN	8
ATXN1	109777	623	30
ATXN10	498533	172	15
ATXN2	523776	302	42
ATXN2L	1146511	221	56
ATXN3	356163	415	27
ATXN3L	295243	NaN	40
ATXN7	156786	683	8
ATXN7L1	406187	454	33
ATXN7L2	1056159	272	37
ATXN7L3	930750	175	41
AUH	124246	342	24
AUP1	1019591	315	50
AURKA	254679	672	-43
AURKAIP1	1736268	273	28
AURKB	870950	218	18
AURKC	407201	924	-63
AUTS2	52369	997	12
AVEN	409752	499	-0
AVIL	1106109	238	40
AVL9	371440	595	10
AVP	835590	288	54
AVPI1	514755	143	54
AVPR1A	250995	521	-32
AVPR1B	755856	400	10
AVPR2	2328608	NaN	27
AWAT1	161347	NaN	27
AWAT2	166632	NaN	16
AXIN1	1444992	205	40
AXIN2	212714	773	-26
AXL	1180169	214	15
AZGP1	1584669	391	36
AZI1	1748003	243	28
AZI2	68916	925	9
AZIN1	689560	171	54
AZU1	2168802	198	28
B2M	673122	428	36
B3GALNT1	340975	583	-20
B3GALNT2	536528	350	16
B3GALT1	67289	1010	-14
B3GALT2	NaN	NaN	NaN
B3GALT4	1456953	262	30
B3GALT5	286705	689	-70
B3GALT6	2356409	196	27
B3GALTL	183118	606	27
B3GAT1	270422	686	5
B3GAT2	178636	733	7
B3GAT3	2695768	217	42
B3GNT1	1963418	182	55
B3GNT2	316454	412	38
B3GNT3	1216364	212	37
B3GNT4	808864	187	12
B3GNT5	NaN	NaN	NaN
B3GNT6	368988	395	37
B3GNT7	1124713	359	42
B3GNT8	1104034	376	38
B3GNT9	1093307	150	47
B3GNTL1	303219	483	14
B4GALNT1	1329939	344	52
B4GALNT2	868792	346	21
B4GALNT3	496097	246	32
B4GALNT4	1454043	344	48
B4GALT1	901836	181	28
B4GALT2	875223	214	39
B4GALT3	728669	234	37
B4GALT4	248430	588	3
B4GALT5	1040657	132	55
B4GALT6	293258	554	32
B4GALT7	1316033	475	42
B9D1	630769	332	11
B9D2	1193025	249	33
BAALC	461588	584	15
BAAT	112947	898	-22
BACE1	436617	360	36
BACE2	197460	530	-6
BACH1	315733	289	60
BACH2	294466	601	13
BAD	1613996	257	65
BAG1	856503	167	38
BAG2	314024	348	23
BAG3	731222	199	48
BAG4	705837	277	46
BAG5	867608	225	39
BAGE	NaN	NaN	NaN
BAGE2	NaN	NaN	NaN
BAGE3	NaN	NaN	NaN
BAGE4	NaN	NaN	NaN
BAGE5	30235	1262	-79
BAHCC1	3216151	268	24
BAHD1	888588	192	47
BAI1	296361	567	25
BAI2	1169755	173	36
BAI3	11277	1175	-22
BAIAP2	1727896	243	16
BAIAP2L1	609918	249	36
BAIAP2L2	1528130	197	73
BAIAP3	1150864	215	36
BAK1	1252332	205	35
BAMBI	204133	418	13
BANF1	3854361	208	57
BANF2	594840	432	1
BANK1	80568	482	-7
BANP	639210	231	31
BAP1	1078407	229	62
BARD1	310874	948	11
BARHL1	1522970	581	37
BARHL2	82474	897	-4
BARX1	448425	479	25
BARX2	287214	440	-19
BASP1	237391	349	-10
BAT1	2515825	220	35
BAT2	2517260	193	28
BAT2L1	651666	272	34
BAT2L2	406372	793	2
BAT3	2517236	193	20
BAT4	2517236	193	20
BAT5	2517236	193	20
BATF	691659	175	49
BATF2	3151458	209	52
BATF3	399829	364	30
BAX	1927185	211	43
BAZ1A	615028	184	24
BAZ1B	929895	162	48
BAZ2A	2782714	164	50
BAZ2B	351229	414	23
BBC3	1350139	232	33
BBOX1	178328	527	-18
BBS1	1642783	194	56
BBS10	563668	507	-10
BBS12	134067	172	14
BBS2	543900	285	20
BBS4	1110048	380	40
BBS5	370890	418	22
BBS7	324357	506	29
BBS9	233203	759	-6
BBX	224591	699	2
BCAM	920101	196	-3
BCAN	1851672	180	37
BCAP29	512690	753	26
BCAP31	1716845	NaN	44
BCAR1	568174	171	16
BCAR3	595695	173	9
BCAS1	163555	415	2
BCAS2	652485	394	6
BCAS3	211130	576	-11
BCAS4	421783	191	36
BCAT1	252342	905	2
BCAT2	1700740	181	39
BCCIP	206845	738	-4
BCDIN3D	1291800	231	45
BCHE	28918	1215	-18
BCKDHA	1104034	376	38
BCKDHB	131029	869	-9
BCKDK	1296884	351	35
BCL10	348743	384	3
BCL11A	151287	732	7
BCL11B	316817	629	-40
BCL2	207116	522	60
BCL2A1	234803	702	28
BCL2L1	864206	213	21
BCL2L10	540700	195	21
BCL2L11	NaN	NaN	NaN
BCL2L12	1733181	195	36
BCL2L13	413666	221	-23
BCL2L14	331421	489	26
BCL2L15	335231	545	13
BCL2L2	1171456	330	20
BCL3	812266	188	-22
BCL6	88374	374	24
BCL6B	1696302	360	24
BCL7A	796948	211	31
BCL7B	955146	171	48
BCL7C	1546514	207	48
BCL9	NaN	NaN	NaN
BCL9L	1488276	175	54
BCLAF1	286851	153	21
BCMO1	302391	288	1
BCO2	389593	362	2
BCOR	377184	NaN	42
BCORL1	389645	NaN	38
BCR	384444	575	43
BCS1L	1033606	269	43
BDH1	685310	263	39
BDH2	350185	454	27
BDKRB1	326763	501	16
BDKRB2	330952	500	10
BDNF	380275	534	-24
BDP1	365874	516	16
BECN1	1633092	190	33
BEGAIN	402460	304	5
BEND2	66906	NaN	11
BEND3	208838	417	30
BEND4	263825	496	24
BEND5	25250	886	-8
BEND6	428244	271	23
BEND7	241076	532	25
BEST1	2389859	185	53
BEST2	1959466	226	29
BEST3	499701	394	14
BEST4	574317	191	43
BET1	467883	483	-0
BET1L	1463610	437	24
BET3L	NaN	NaN	NaN
BEX1	456169	NaN	16
BEX2	455954	NaN	17
BEX4	466184	NaN	-5
BEX5	119562	NaN	22
BFAR	519767	367	45
BFSP1	552334	239	-23
BFSP2	342402	497	14
BGLAP	2266205	211	33
BGN	971101	NaN	7
BHLHA15	464632	375	26
BHLHB9	162942	NaN	27
BHLHE22	9265	1050	-1
BHLHE23	821863	447	61
BHLHE40	274112	183	33
BHLHE41	151502	396	15
BHMT	164477	578	36
BHMT2	236664	526	38
BICC1	156609	497	-22
BICD1	387398	460	23
BICD2	573438	393	45
BID	395559	280	-18
BIK	624112	241	48
BIN1	324544	324	17
BIN2	499804	194	37
BIN3	761528	224	49
BIRC2	463959	312	15
BIRC3	462955	280	5
BIRC5	683401	191	24
BIRC6	388754	517	24
BIRC7	1005137	285	50
BIRC8	427680	921	-46
BIVM	195534	475	24
BLCAP	790368	549	52
BLID	143859	453	4
BLK	476916	493	55
BLM	997342	176	45
BLMH	516668	184	26
BLNK	817052	804	34
BLOC1S1	1814311	384	26
BLOC1S2	1071291	198	56
BLOC1S3	1230654	243	41
BLVRA	690958	250	45
BLVRB	1010633	202	34
BLZF1	286300	491	7
BMF	884609	226	39
BMI1	195915	462	23
BMP1	587455	196	50
BMP10	404215	470	27
BMP15	15214	NaN	27
BMP2	44205	385	-10
BMP2K	234707	489	30
BMP3	10953	1083	4
BMP4	252916	645	-3
BMP5	68578	483	-9
BMP6	830850	327	8
BMP7	207872	617	-21
BMP8A	1026100	352	33
BMP8B	975799	388	39
BMPER	20466	507	-17
BMPR1A	379827	195	26
BMPR1B	119865	642	-15
BMPR2	369483	417	30
BMS1	420649	787	-27
BMX	188273	NaN	36
BNC1	206688	679	11
BNC2	37330	534	-14
BNIP1	483076	397	34
BNIP2	521844	172	33
BNIP3	123624	470	-21
BNIP3L	194595	376	26
BNIPL	1614665	165	40
BOC	437186	634	21
BOD1	255069	371	31
BOD1L	133545	511	27
BOK	1214632	426	30
BOLA1	798975	560	17
BOLA2	NaN	NaN	NaN
BOLA2B	1906000	253	52
BOLA3	1023516	250	38
BOLL	639001	684	22
BPGM	388879	392	23
BPHL	444075	435	41
BPI	562486	350	45
BPIL1	488576	461	43
BPIL2	371339	401	3
BPIL3	515931	491	46
BPNT1	638729	613	-6
BPTF	772730	293	1
BRAF	305191	616	25
BRAP	591444	191	32
BRCA1	1466229	201	27
BRCA2	221300	462	44
BRCC3	NaN	NaN	NaN
BRD1	644644	276	-18
BRD2	1276842	431	40
BRD3	495575	398	40
BRD4	557083	381	20
BRD7	303953	520	14
BRD8	1085933	314	45
BRD9	875343	491	30
BRDT	311662	242	9
BRE	536663	376	27
BRF1	899979	260	32
BRF2	660779	379	37
BRI3	566928	294	41
BRI3BP	1000229	229	37
BRIP1	326357	412	-9
BRIX1	241905	675	21
BRMS1	1963418	182	55
BRMS1L	188271	400	10
BRP44	535270	290	14
BRP44L	199596	556	18
BRPF1	955408	348	34
BRPF3	821543	358	31
BRS3	374989	NaN	23
BRSK1	1032110	209	12
BRSK2	1234040	426	43
BRWD1	383347	235	30
BRWD3	150153	NaN	-20
BSCL2	2425755	248	51
BSDC1	1529661	216	41
BSG	1647685	255	-8
BSN	1657622	271	40
BSND	454766	217	13
BSPRY	390186	297	36
BST1	174344	327	66
BST2	899127	211	26
BSX	698665	416	8
BTAF1	366076	306	22
BTBD1	384974	679	27
BTBD10	285926	458	10
BTBD11	206629	764	16
BTBD12	745599	224	39
BTBD16	218081	303	-3
BTBD17	362227	433	-8
BTBD2	1899295	239	37
BTBD3	59672	322	-61
BTBD6	927925	289	40
BTBD7	321756	407	31
BTBD8	220071	406	-6
BTBD9	295241	821	32
BTC	110870	606	3
BTD	433102	235	32
BTF3	439732	289	38
BTF3L4	658095	315	18
BTG1	114728	510	7
BTG2	574553	420	26
BTG3	101069	479	-5
BTG4	383632	485	15
BTK	374364	NaN	37
BTLA	304354	636	35
BTN1A1	426020	498	34
BTN2A1	384310	375	47
BTN2A2	378286	330	51
BTN3A1	384310	375	47
BTN3A2	378286	330	51
BTN3A3	384310	375	47
BTNL2	1582117	580	27
BTNL3	893236	602	29
BTNL8	783856	602	14
BTNL9	893236	602	29
BTRC	649315	421	27
BUB1	NaN	NaN	NaN
BUB1B	876373	161	42
BUB3	213809	769	-0
BUD13	419339	326	36
BUD31	1327454	288	60
BVES	108905	702	-1
BYSL	437075	225	41
BZRAP1	810333	399	19
BZW1	620967	155	38
BZW2	326035	468	-15
C10orf10	NaN	NaN	NaN
C10orf105	NaN	NaN	NaN
C10orf107	79162	310	-21
C10orf11	29386	1001	3
C10orf111	254900	620	21
C10orf113	NaN	NaN	NaN
C10orf114	133573	250	-10
C10orf116	401785	164	45
C10orf118	275620	477	24
C10orf119	516746	281	42
C10orf12	1008851	512	25
C10orf120	321415	530	1
C10orf125	386585	472	13
C10orf128	NaN	NaN	NaN
C10orf129	321487	512	1
C10orf137	216532	351	-6
C10orf140	128481	409	22
C10orf18	679964	303	35
C10orf2	1020226	247	40
C10orf25	75634	905	25
C10orf26	883280	188	44
C10orf27	521475	579	30
C10orf28	247144	581	10
C10orf32	711862	192	45
C10orf35	824126	519	31
C10orf46	597231	564	19
C10orf47	370730	134	19
C10orf53	NaN	NaN	NaN
C10orf54	NaN	NaN	NaN
C10orf55	NaN	NaN	NaN
C10orf57	432591	650	-2
C10orf58	340132	598	-7
C10orf62	NaN	NaN	NaN
C10orf67	77657	278	-3
C10orf68	493605	708	-15
C10orf71	NaN	NaN	NaN
C10orf72	NaN	NaN	NaN
C10orf76	932053	319	42
C10orf78	401935	324	2
C10orf79	379380	324	16
C10orf81	261759	545	-4
C10orf82	195359	618	-17
C10orf84	179655	787	4
C10orf88	282374	619	13
C10orf90	122926	478	-50
C10orf91	152612	271	-1
C10orf93	330124	590	-13
C10orf95	871726	178	41
C10orf96	118426	896	-15
C10orf99	216191	860	-17
C11orf1	437513	221	22
C11orf10	1239228	212	59
C11orf16	548433	243	21
C11orf17	548433	243	21
C11orf2	3267059	207	46
C11orf20	1613996	257	65
C11orf21	NaN	NaN	NaN
C11orf24	833157	233	52
C11orf30	268174	391	43
C11orf31	921177	497	8
C11orf35	1970020	236	42
C11orf40	190769	879	-1
C11orf41	826778	524	19
C11orf42	466636	728	4
C11orf45	NaN	NaN	NaN
C11orf46	28896	1021	-17
C11orf48	2425755	248	51
C11orf49	1268399	373	31
C11orf51	715293	267	62
C11orf52	437513	221	22
C11orf53	209532	617	16
C11orf54	290677	527	0
C11orf57	389805	179	31
C11orf58	466700	635	-21
C11orf59	NaN	NaN	NaN
C11orf61	168652	622	14
C11orf63	675003	416	7
C11orf65	405487	579	12
C11orf66	1415260	274	58
C11orf67	577731	361	35
C11orf68	3779084	287	42
C11orf70	420989	358	-16
C11orf71	157610	477	-8
C11orf73	366108	283	24
C11orf74	96246	531	-26
C11orf75	240034	598	-25
C11orf80	1534660	164	38
C11orf82	307255	371	0
C11orf83	2425755	248	51
C11orf84	1320765	201	47
C11orf85	3151458	209	52
C11orf87	32039	927	-12
C11orf88	401074	326	18
C11orf9	1239228	212	59
C11orf92	209532	617	16
C11orf94	427820	291	48
C12orf10	1689542	166	53
C12orf11	409433	327	21
C12orf12	20238	574	-33
C12orf23	156112	473	21
C12orf24	922262	206	43
C12orf26	54295	1263	-20
C12orf29	152325	507	-27
C12orf34	786670	423	45
C12orf35	230869	442	27
C12orf36	548501	509	5
C12orf39	518837	836	-23
C12orf4	283278	908	27
C12orf40	72641	714	-20
C12orf41	1696008	421	21
C12orf42	568754	897	2
C12orf43	1225663	380	40
C12orf44	468067	234	41
C12orf45	514255	204	37
C12orf48	229712	552	12
C12orf49	228972	411	-2
C12orf5	295315	860	33
C12orf50	152672	507	-36
C12orf51	704098	239	40
C12orf52	417427	252	35
C12orf53	2816186	232	48
C12orf54	904892	390	11
C12orf56	475083	294	-12
C12orf57	2704950	211	47
C12orf59	397577	398	18
C12orf60	340728	578	-4
C12orf61	299026	359	3
C12orf62	1040456	192	58
C12orf63	152762	629	-4
C12orf64	127493	587	-16
C12orf65	1014179	201	29
C12orf66	472096	296	-17
C12orf68	511392	352	32
C12orf69	340728	578	-4
C12orf71	489310	328	23
C12orf72	313930	228	11
C12orf74	208773	509	-1
C12orf76	1009535	193	57
C12orf77	251399	819	7
C13orf1	342767	321	50
C13orf15	264598	508	43
C13orf16	335348	633	41
C13orf18	383104	791	50
C13orf23	165959	998	5
C13orf26	362646	555	39
C13orf27	195534	475	24
C13orf28	191446	610	-22
C13orf30	175913	538	37
C13orf31	139965	346	45
C13orf33	369916	547	59
C13orf34	257535	685	2
C13orf35	572556	389	44
C13orf36	194859	868	-12
C13orf37	257353	685	-9
C13orf39	195502	521	34
C14orf1	639204	372	46
C14orf101	137131	961	2
C14orf102	318736	622	14
C14orf104	587903	318	10
C14orf105	150716	939	15
C14orf106	234595	448	8
C14orf109	325787	222	35
C14orf115	604423	384	45
C14orf118	251674	586	36
C14orf119	1261207	185	41
C14orf126	408399	362	20
C14orf129	328104	560	12
C14orf135	296496	516	2
C14orf138	747266	166	51
C14orf142	325787	222	35
C14orf143	297843	598	3
C14orf145	127660	629	-21
C14orf147	517820	249	16
C14orf148	551151	418	50
C14orf149	168237	606	12
C14orf153	867608	225	39
C14orf156	455772	384	47
C14orf159	240206	471	35
C14orf166	176784	471	22
C14orf166B	357783	370	41
C14orf169	NaN	NaN	NaN
C14orf174	551151	418	50
C14orf177	157823	938	-42
C14orf178	429207	388	37
C14orf179	227740	582	35
C14orf180	625253	450	20
C14orf181	543449	259	46
C14orf182	689076	154	46
C14orf183	747266	166	51
C14orf184	396915	483	32
C14orf2	694566	320	33
C14orf21	915114	220	38
C14orf28	228479	577	-32
C14orf37	285319	683	3
C14orf39	325446	618	0
C14orf4	429724	206	52
C14orf43	535648	191	50
C14orf45	469337	158	45
C14orf49	202508	475	32
C14orf50	662511	188	36
C14orf68	412002	237	37
C14orf73	956863	211	36
C14orf79	854493	205	30
C14orf80	689089	298	41
C14orf93	1240941	185	38
C15orf17	764533	195	46
C15orf2	179638	1121	-44
C15orf23	872646	184	42
C15orf24	409752	384	1
C15orf26	266324	650	22
C15orf27	374349	405	22
C15orf29	431919	242	7
C15orf32	288049	578	-30
C15orf33	239848	385	-11
C15orf38	969942	239	29
C15orf39	840096	203	46
C15orf40	452169	683	19
C15orf41	74456	598	-16
C15orf42	804572	319	27
C15orf43	706600	569	31
C15orf44	552209	185	35
C15orf48	214586	299	16
C15orf52	872646	184	42
C15orf53	98316	561	20
C15orf54	251181	384	-14
C15orf55	542657	234	22
C15orf56	NaN	NaN	NaN
C15orf57	892776	192	48
C15orf58	876945	154	52
C15orf59	313132	435	29
C15orf60	294157	472	16
C15orf63	784327	286	37
C16orf11	1115707	213	39
C16orf13	1115707	213	39
C16orf3	NaN	NaN	NaN
C16orf42	1181253	215	38
C16orf45	544403	200	30
C16orf46	259514	284	8
C16orf48	1111484	129	46
C16orf5	751633	160	39
C16orf53	NaN	NaN	NaN
C16orf54	NaN	NaN	NaN
C16orf55	1090549	219	38
C16orf57	856192	158	9
C16orf58	826452	688	-17
C16orf59	2085452	321	49
C16orf61	231500	284	4
C16orf62	340032	578	15
C16orf63	411695	191	34
C16orf68	403747	542	-11
C16orf7	1090549	219	38
C16orf70	1093307	150	47
C16orf71	717235	194	35
C16orf72	401555	253	7
C16orf73	1685537	214	37
C16orf74	390985	250	38
C16orf75	663123	342	28
C16orf78	18490	907	-25
C16orf79	2179404	224	39
C16orf80	898142	292	14
C16orf82	202160	672	-9
C16orf86	1157184	136	50
C16orf87	469144	217	12
C16orf88	320648	639	18
C16orf89	594046	302	6
C16orf90	805495	246	39
C16orf91	1211641	215	40
C16orf92	NaN	NaN	NaN
C16orf93	1632278	158	61
C17orf100	663953	424	9
C17orf101	2598845	179	36
C17orf102	222789	740	-3
C17orf103	416965	517	-27
C17orf104	1297937	254	27
C17orf106	NaN	NaN	NaN
C17orf107	NaN	NaN	NaN
C17orf108	632198	535	-24
C17orf28	1045089	223	25
C17orf37	1284992	226	38
C17orf39	886959	193	17
C17orf42	594135	209	20
C17orf46	789809	207	23
C17orf47	892839	376	10
C17orf48	59041	801	-49
C17orf49	1696302	360	24
C17orf50	675201	196	3
C17orf53	930750	175	41
C17orf55	2679984	197	27
C17orf56	2679984	197	27
C17orf57	1135425	196	23
C17orf58	854444	293	-12
C17orf59	1381225	202	37
C17orf60	1306314	184	23
C17orf61	1906324	206	33
C17orf62	2583801	179	20
C17orf63	1694459	152	36
C17orf64	436889	204	1
C17orf65	930750	175	41
C17orf66	620019	235	8
C17orf67	306329	420	-58
C17orf68	870950	218	18
C17orf70	3665223	205	12
C17orf71	834161	507	4
C17orf72	NaN	NaN	NaN
C17orf74	1906324	206	33
C17orf75	679038	286	30
C17orf76	829707	254	8
C17orf77	698491	504	10
C17orf78	498943	171	21
C17orf79	668593	374	12
C17orf80	205112	251	-15
C17orf81	1782958	316	21
C17orf82	292199	414	-9
C17orf85	505430	215	30
C17orf87	1279084	384	24
C17orf89	2679984	197	27
C17orf90	3745109	205	30
C17orf95	827288	206	22
C17orf97	248876	591	1
C17orf98	1198833	207	37
C18orf1	247407	688	28
C18orf10	174235	834	53
C18orf19	161398	676	44
C18orf21	399000	585	15
C18orf22	438786	506	20
C18orf25	413073	142	58
C18orf26	152164	427	5
C18orf32	236267	352	55
C18orf34	13428	1050	-27
C18orf45	299157	244	65
C18orf54	109698	451	33
C18orf55	150380	981	4
C18orf56	NaN	NaN	NaN
C18orf62	63196	1063	-18
C18orf8	329604	164	60
C19orf10	921603	203	35
C19orf12	223109	552	-46
C19orf18	1252385	750	-19
C19orf2	163583	776	-30
C19orf21	1914670	200	23
C19orf22	2230583	191	36
C19orf25	2352825	221	38
C19orf26	2214581	234	29
C19orf28	2160126	269	39
C19orf29	2167983	269	31
C19orf33	NaN	NaN	NaN
C19orf35	1603571	240	27
C19orf36	1853815	239	37
C19orf39	1385739	197	31
C19orf40	481910	448	-16
C19orf41	1458117	445	27
C19orf42	980514	362	41
C19orf43	1959466	226	29
C19orf44	815495	258	44
C19orf45	609287	308	36
C19orf46	984653	303	21
C19orf47	1006719	289	35
C19orf48	655673	589	25
C19orf50	1394856	259	48
C19orf51	1036976	266	-1
C19orf52	2009333	193	41
C19orf53	767214	289	6
C19orf54	1127178	201	27
C19orf55	1151198	321	30
C19orf56	NaN	NaN	NaN
C19orf57	842601	185	32
C19orf59	688482	384	31
C19orf6	2387949	206	26
C19orf60	1395948	185	41
C19orf61	452493	192	-2
C19orf62	865138	212	38
C19orf63	1038277	491	30
C19orf66	1615603	272	8
C19orf70	879991	295	21
C19orf71	2160126	269	39
C19orf73	2011861	267	47
C19orf75	352763	629	1
C19orf76	1733181	195	36
C1D	210519	537	2
C1GALT1	357040	748	14
C1GALT1C1	388105	NaN	7
C1QA	389456	541	29
C1QB	389456	541	29
C1QBP	1145030	544	24
C1QC	389456	541	29
C1QL1	1037808	191	34
C1QL2	169866	574	10
C1QL3	96710	791	-1
C1QL4	2137968	175	37
C1QTNF1	592461	285	15
C1QTNF2	197614	469	27
C1QTNF3	273505	817	1
C1QTNF4	989876	214	28
C1QTNF5	NaN	NaN	NaN
C1QTNF6	668971	289	53
C1QTNF7	144115	540	20
C1QTNF8	1154740	294	20
C1QTNF9	270913	589	44
C1QTNF9B	314992	678	51
C1R	2459343	195	45
C1RL	2422791	224	38
C1S	2495896	211	52
C1orf100	706923	537	-1
C1orf101	716278	590	1
C1orf103	406255	715	28
C1orf104	NaN	NaN	NaN
C1orf105	135244	400	11
C1orf106	545933	437	12
C1orf107	221666	464	7
C1orf109	445023	375	27
C1orf110	334195	540	-7
C1orf111	363646	391	1
C1orf112	212980	614	8
C1orf113	685495	212	32
C1orf114	286300	491	7
C1orf115	447403	520	-11
C1orf116	451418	155	25
C1orf122	445096	375	33
C1orf123	527317	391	27
C1orf124	377235	569	2
C1orf125	495704	593	-2
C1orf127	702484	307	33
C1orf128	903441	254	32
C1orf129	385644	965	-9
C1orf130	468063	348	28
C1orf131	383866	603	14
C1orf135	746382	372	24
C1orf14	757638	424	20
C1orf141	444524	673	-5
C1orf144	783285	176	42
C1orf146	304492	524	-3
C1orf150	204354	957	-25
C1orf151	775439	271	32
C1orf156	244851	614	10
C1orf158	141239	571	18
C1orf159	2134483	234	21
